title,artist,loudness,peak_loudness,avg_max_loudness,loudness_diff_averages,loudness_labels
I Can Dig It,The Box Tops,-11.669000,-5.113,-14.679,-3.010,medium
You Make Our Shack A Mansion,Grandpa Jones,-11.446000,-7.836,-12.744,-1.298,medium
Peanuts,Little Joe & The Thrillers,-7.217000,-4.137,-9.420,-2.203,medium
Maga Dog/ Skanky Dog (Album),Peter Tosh & Winston Scotland,-13.002000,-5.685,-16.496,-3.494,medium
Mi Corazón Y Mi Mente,Bobby Pulido,-8.974000,-3.114,-11.624,-2.650,medium
Bleeds In Blue (Album Version),Home Town Hero,-2.863000,-0.239,-4.686,-1.823,loud
Gaffo's Ball,Sharon Shannon,-10.001000,-5.282,-12.535,-2.534,medium
Slatke male maloletnice,Beogradski Sindikat,-7.763000,-3.568,-10.719,-2.956,medium
Don't Treat Me Bad,Firehouse,-7.178000,-2.659,-9.648,-2.470,medium
Boy & Girl (Feat. Fiona Daniel),Serpentine,-5.927000,-1.290,-8.649,-2.722,loud
I've Been Working on the Railroad,Laurie Berkner,-15.304000,-7.424,-19.822,-4.518,quiet
Time / Confusion,Arthur Brown,-11.547000,-3.789,-18.051,-6.504,medium
Dirty Harry (Single Edit),Gorillaz,-8.210000,-3.206,-11.041,-2.831,medium
None Missing,Birdapres,-7.459000,-3.374,-9.579,-2.120,medium
Slow Hand (LP Version),Conway Twitty,-12.813000,-7.674,-15.079,-2.266,medium
All Purpose Experiment,Controlled Dissonance,-20.105000,-9.321,-24.251,-4.146,quiet
My Old Man Boogie,The Reverend Peyton's Big Damn Band,-6.988000,-3.897,-7.953,-0.965,loud
A Soldiers Intro,(hed) p.e.,-19.408000,-13.013,-23.071,-3.663,quiet
Feelings Gone (feat. Sam Sparro) (Joachim Garraud Remix),Basement Jaxx,-4.523000,0.032,-7.260,-2.737,loud
Night Time Blues,Ma Rainey,-16.358000,-10.358,-18.710,-2.352,quiet
Music For The Head,Porcupine Tree,-25.745000,-17.761,-30.016,-4.271,quiet
Sadness,Mavado,-5.318000,-0.337,-8.841,-3.523,loud
Trybal,Stargarden,-19.877000,-14.504,-24.357,-4.480,quiet
Fuck You,Mister Ries,-14.365000,-8.585,-17.455,-3.090,medium
( Gone With the Wind) Bonnies Fatal Pony Ride,Max Steiner,-13.629000,-8.867,-16.985,-3.356,medium
Buckle Down (2002 Digital Remaster),Red Hot Chili Peppers,-5.735000,-1.772,-8.004,-2.269,loud
My Ship Is Comin' In,Walter Jackson,-11.210000,-7.216,-14.398,-3.188,medium
Number One Girl,Glen Washington,-7.485000,-3.728,-11.446,-3.961,medium
Lo Siento En Mi Corazón,Luis Alberto Spinetta,-20.009000,-10.979,-24.116,-4.107,quiet
Fractured Quantum,Ace Frehley,-10.519000,-4.653,-14.339,-3.820,medium
Filosofia Pura,Gal Costa / Maria Bethânia,-8.753000,-3.141,-11.116,-2.363,medium
Yellow Brown,Jesus Jones,-14.897000,-6.125,-20.481,-5.584,medium
Free Love,Long Beach Dub Allstars,-1.869000,2.114,-5.261,-3.392,loud
Good Friend,James Horner,-29.407000,-18.233,-35.549,-6.142,quiet
De Do Do Do_ De Da Da Da,The Police,-10.362000,-3.078,-14.977,-4.615,medium
House Of Sin,Leeroy Stagger,-14.809000,-9.291,-18.649,-3.840,medium
Fruity Woman,Doc Pomus,-9.675000,-2.876,-13.795,-4.120,medium
Ain't Gonna Do That No More,Blind Blake,-23.707000,-16.944,-26.875,-3.168,quiet
I Love The Life I'm Living,Slim Harpo,-14.234000,-3.741,-17.423,-3.189,medium
Rude!/Drum Solo,Humble Pie,-12.391000,-7.793,-14.063,-1.672,medium
Mi Lindo Amor,Jay Pérez,-7.163000,-1.779,-8.628,-1.465,medium
On The Road Again,The Sonics,-10.173000,-6.266,-11.606,-1.433,medium
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XXII,Solomon,-30.089000,-26.065,-32.487,-2.398,quiet
78 Stimulator,Stimulator,-5.279000,-3.010,-6.842,-1.563,loud
Rebuliço,Gabriel Grossi,-6.595000,-1.887,-7.861,-1.266,loud
It Must Be Me,X (Australia),-11.378000,-8.138,-12.047,-0.669,medium
Medley : "Traces" (Live),Jean-Jacques Goldman,-10.910000,-6.061,-13.692,-2.782,medium
Skiff For The Suits,Arsonists Get All The Girls,-3.287000,0.181,-5.630,-2.343,loud
City Headache,Scott Matthews,-16.253000,-11.316,-20.564,-4.311,quiet
Times Like These [Live From Red Rocks],Jack Johnson,-9.514000,-3.122,-14.677,-5.163,medium
Stone a Pig,Bongzilla,-9.929000,-5.993,-13.432,-3.503,medium
Tranceplant,Organ Donors,-5.035000,-1.437,-6.214,-1.179,loud
Messiaen : Et exspecto resurrectionem mortuorum : IV "Ils ressusciteront_ glorieux_ avec un nom nouveau,Pierre Boulez,-16.958000,-6.584,-21.841,-4.883,quiet
Freak,Stephen Pearcy,-2.456000,-0.102,-3.416,-0.960,loud
Rock Island Blues,Furry Lewis,-18.712000,-10.459,-24.354,-5.642,quiet
Tirador (Carlos Jean Remix),Hevia,-5.811000,-2.735,-8.299,-2.488,loud
Con La Misma Tijera,Los Originales De San Juan,-7.445000,-3.876,-8.478,-1.033,medium
Des voiliers (Sur un poème de Claude Nougaro),Richard Galliano,-16.800000,-8.149,-24.854,-8.054,quiet
Wait And Bleed [Demo],Slipknot,-4.035000,-0.708,-5.878,-1.843,loud
No Ordinary Love (Remastered LP Version),Deftones,-6.893000,-1.697,-10.735,-3.842,loud
Ocean Size (Album Version),Goldfinger,-6.119000,-1.923,-10.282,-4.163,loud
One Of These Days,Mike Bloomfield,-27.749000,-13.830,-32.608,-4.859,quiet
Dead End Street,Foghat,-5.693000,-1.243,-7.465,-1.772,loud
En La Tierra Caliente,Tam Tam Go!,-5.301000,-1.246,-7.787,-2.486,loud
Got You Moving,DJ DLG feat. MC Flipside,-5.980000,-2.240,-8.969,-2.989,loud
Threadbare Gypsy Soul,Pat Green,-7.867000,-3.353,-11.555,-3.688,medium
Bluesanova,Daddy Dog,-8.227000,-2.640,-10.175,-1.948,medium
Cherry,UFO,-11.982000,-5.387,-18.900,-6.918,medium
Everybody's Gonna Be Happy,Queens Of The Stone Age,-2.321000,1.032,-4.289,-1.968,loud
valid,Riamiwo,-11.321000,-6.027,-14.898,-3.577,medium
All Things Must Pass (2009 Digital Remaster),George Harrison,-6.466000,-3.493,-8.281,-1.815,loud
Manhã de Carnaval (Morning of the Carnaval) (Cantando As Músicas do Film Orfeo do Carnaval),João Gilberto,-14.963000,-8.332,-18.121,-3.158,medium
I'm Just Raw (prod Dan the Automator) Main,Lyrics Born,-4.655000,-0.465,-8.007,-3.352,loud
Lil Brother (LP Version),King Curtis,-9.952000,-5.643,-11.446,-1.494,medium
The Kid's Last Night (heaven is in the mountain),Abner Burnette,-15.962000,-9.221,-20.468,-4.506,quiet
Shoot The Dog,George Michael,-7.255000,-2.687,-9.956,-2.701,medium
Giant Steps,Gonzalo Rubalcaba,-21.781000,-7.969,-27.415,-5.634,quiet
Praz Him (Broken Album Version),Darwin Hobbs,-4.485000,0.371,-6.957,-2.472,loud
I'll Be Home When I Can,Charlie Louvin,-20.077000,-12.551,-23.688,-3.611,quiet
Midnight Lovers,Wyclef Jean,-13.558000,-10.252,-16.927,-3.369,medium
Better Life,3 Doors Down,-4.995000,-2.478,-6.025,-1.030,loud
Serenata de un gaitero,Gran Coquivacoa_ Neguito Borjas,-8.943000,-5.108,-9.812,-0.869,medium
Constructing the Absence,Sub Swara,-9.822000,-2.588,-14.229,-4.407,medium
House Full Of Bullets,Joe Satriani,-8.531000,-4.271,-11.986,-3.455,medium
Confiar Es Perder,Los Jaigüey,-6.394000,-3.545,-8.588,-2.194,loud
Tainted Love feat. Tatz,NG3,-3.304000,1.031,-5.464,-2.160,loud
Of Love & War ("Harry Potter & The Half-Blood Prince"),Nicholas Hooper,-19.015000,-10.923,-25.446,-6.431,quiet
Ida Red,Bob Willis,-9.599000,-3.575,-11.301,-1.702,medium
The Aba Daba Honeymoon,Kitty Kallen,-12.632000,-9.087,-13.828,-1.196,medium
The Song Remains The Same (2007 Remastered Album Version),Led Zeppelin,-8.852000,-4.889,-10.440,-1.588,medium
Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae,Vienna Concert House Orchestra_ Wiener Sängerknaben_ Ferdinand Grossmann,-21.039000,-12.641,-28.815,-7.776,quiet
Everything In Its Right Place,Radiohead,-11.637000,-5.736,-17.185,-5.548,medium
Eat Or Get Ate,Tum Tum,-3.048000,0.164,-5.538,-2.490,loud
Curse Of Sound (Dub Mix),Vuneny,-7.966000,-2.952,-10.373,-2.407,medium
Pray The I Miss,Hinge,-32.987000,-29.145,-38.104,-5.117,quiet
Josy,Nicolas Bacchus,-8.121000,-3.839,-10.951,-2.830,medium
Unwanted,Avril Lavigne,-4.377000,-0.389,-7.485,-3.108,loud
Percussio Livre,Grupo Batuque,-11.403000,-4.189,-14.776,-3.373,medium
Blue Orchid,The White Stripes,-9.385000,-5.005,-12.680,-3.295,medium
Campane,Livio Minafra,-20.974000,-14.870,-24.368,-3.394,quiet
Ethiopian Anthem,Ras Michael and the Sons of Negus,-8.258000,-2.064,-12.384,-4.126,medium
Everything Man (Album Version),Talib Kweli,-9.577000,-2.935,-14.370,-4.793,medium
Could This Be Love,Leroy Hutson,-14.822000,-11.084,-16.684,-1.862,medium
These Foolish Things,Fixx_ The,-18.063000,-9.497,-23.611,-5.548,quiet
Second Hand Rose,Roy Drusky,-18.865000,-14.216,-21.056,-2.191,quiet
Never Gonna Give You Up,Musical Youth,-8.972000,-2.524,-11.060,-2.088,medium
Eduardo,Sapo,-6.866000,-2.095,-9.970,-3.104,loud
Elizabeth Story_ et al._ Honeybabe_ Your Papa Cares For You,Elizabeth Cotten,-17.763000,-6.507,-21.933,-4.170,quiet
Why Can't This Be Love (Remastered Version),Van Halen,-5.571000,-1.591,-8.224,-2.653,loud
Peppermint Patty (LP Version),Vince Guaraldi,-13.394000,-8.347,-15.585,-2.191,medium
Separate Ways,Agnostic Front,-3.495000,-1.373,-4.942,-1.447,loud
Playing James Mason,Mel Blanc,-13.025000,-4.832,-16.666,-3.641,medium
Mon dieu,Josélito,-11.340000,-6.486,-14.513,-3.173,medium
Virtuous Woman,Warrior King,-6.582000,-2.735,-9.051,-2.469,loud
Sag es sag es feat. Neo,Samy Deluxe,-6.022000,-1.711,-8.859,-2.837,loud
Lado A Lado (Bomba Carnaval Mix),Fulanito,-6.276000,-2.658,-7.431,-1.155,loud
Ballin' (Radio),Big Rich,-10.665000,-6.782,-12.347,-1.682,medium
I Can't Be Your Man,Porter Wagoner,-12.847000,-9.478,-13.450,-0.603,medium
Hua Yu Ai Li Si,Miriam Yeung,-11.126000,-4.562,-15.225,-4.099,medium
Narrative #2,Michael Bloomfield,-19.907000,-8.805,-21.810,-1.903,quiet
Rock Me,Santana,-9.680000,-5.104,-11.463,-1.783,medium
Happy Safari,Bert Kaempfert,-15.940000,-6.731,-20.280,-4.340,quiet
Money Didn't Change Me,Three 6 Mafia,-5.718000,-0.349,-9.539,-3.821,loud
Evigne,Dobet Gnahoré,-12.378000,-8.194,-14.558,-2.180,medium
Healing,Blessid Union Of Souls,-9.931000,-2.648,-16.089,-6.158,medium
Flesh And Blood,Mary Black,-8.997000,-3.733,-12.375,-3.378,medium
Bubble Music,Cam'Ron,-3.387000,0.739,-7.209,-3.822,loud
The Last Thing I Need,Big Mike Griffin,-7.875000,-2.092,-11.288,-3.413,medium
Getting Closer,Cocoa Tea,-8.081000,-3.267,-12.749,-4.668,medium
Total Vision,David Tao,-19.252000,-11.239,-23.227,-3.975,quiet
Head Gone/Wine Up Uh Self (Album Version),Elephant Man,-7.473000,-2.461,-8.691,-1.218,medium
Tough Guy,Open Hand,-6.090000,-3.762,-7.082,-0.992,loud
Bury Me,Ashes to Ashes,-8.892000,-4.090,-12.917,-4.025,medium
I Remember/Great Is Thy Faithfulness,Kathy Troccoli with Aaron Jeoffrey,-13.520000,-6.479,-20.172,-6.652,medium
When Me A Move,Capleton,-14.472000,-7.721,-15.861,-1.389,medium
Corazon Clandestino,Fito Paez,-14.585000,-9.417,-17.235,-2.650,medium
Sicilienne (by Francis Poulenc),Laura Leon,-26.045000,-19.105,-30.015,-3.970,quiet
De belles,Théophil,-10.007000,-5.366,-13.419,-3.412,medium
Thrones And Dominions (Album),Earth,-20.288000,-15.597,-22.971,-2.683,quiet
I'm Mad,EPMD,-10.031000,-5.403,-11.915,-1.884,medium
Tristeza (Brazilian Blues),Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin,-21.091000,-11.069,-23.900,-2.809,quiet
With a Little Dub From My Friends (feat. Luciano and U Roy),Easy Star All-Stars,-9.311000,-4.772,-12.170,-2.859,medium
Molly Darling,Eddy Arnold,-16.968000,-10.233,-20.214,-3.246,quiet
Sweet Remedy,Jennifer Brown,-9.654000,-3.577,-13.840,-4.186,medium
4 Minutes [Featuring Justin Timberlake and Timbaland] [Bob Sinclar Space Funk Remix],Madonna,-4.876000,0.090,-7.035,-2.159,loud
Loud Up!!,The Mad Capsule Markets,-4.279000,-1.239,-6.300,-2.021,loud
Fishing Blues,Jim Kweskin_ The Jug Band,-7.883000,-4.206,-9.343,-1.460,medium
Everybody,Goose,-1.814000,1.453,-4.473,-2.659,loud
Control It (Album Version),Static-X,-3.261000,-0.479,-4.137,-0.876,loud
Scream On Em,The Game,-4.595000,0.387,-7.632,-3.037,loud
New D.B.A. Blues,Josh White,-17.148000,-9.441,-20.905,-3.757,quiet
Winds of Change,The Insects,-7.332000,-2.319,-10.347,-3.015,medium
Beyond The Reef,The King Sisters,-25.452000,-18.121,-29.759,-4.307,quiet
Primordial Breath,Eluveitie,-2.731000,-0.744,-3.754,-1.023,loud
The Whole World Looking At Me (Explicit LP Version),Busta Rhymes,-7.399000,-3.145,-12.141,-4.742,medium
Then Came You,Boogie Pimps,-7.269000,-1.990,-10.674,-3.405,medium
Green Mind,Dinosaur Jr,-5.899000,-2.384,-7.373,-1.474,loud
6 A.M. Funk,Disco D,-8.253000,-4.617,-10.064,-1.811,medium
Call Me Lightning,Flamin' Groovies,-10.179000,-7.636,-11.381,-1.202,medium
Walk In The Light,The American Boychoir,-22.965000,-16.845,-26.619,-3.654,quiet
Steel Guitar Rag,Alvino Rey And His Orchestra,-11.956000,-6.644,-16.791,-4.835,medium
Michael A Grammar,Broadcast,-9.664000,-7.021,-10.662,-0.998,medium
The Arctic Ocean (Album Version),Sinch,-5.551000,-2.556,-9.014,-3.463,loud
Eleanor,Low Millions,-6.016000,-2.682,-8.544,-2.528,loud
Bad Man Story,Beenie Man,-1.997000,1.495,-3.845,-1.848,loud
Chasing Windmills,Heavy D,-5.435000,-1.294,-8.705,-3.270,loud
Child Support,DJ Nasty,-7.114000,-2.831,-9.018,-1.904,medium
Turn It Up,Devine and emilyPLAY,-3.506000,2.148,-7.130,-3.624,loud
The Drug Suite,Stew,-17.647000,-8.272,-21.738,-4.091,quiet
Job's Defiance,Don Francisco,-15.175000,-5.928,-20.023,-4.848,quiet
Rolo Le Baroudeur,Julien Clerc,-12.682000,-7.730,-14.749,-2.067,medium
Final Solution,Blanks77,-9.652000,-6.971,-10.691,-1.039,medium
(eskomolto),Pagan Wanderer Lu,-9.771000,-1.525,-15.410,-5.639,medium
Linoleum (live),NOFX,-6.600000,-3.346,-8.413,-1.813,loud
Was wollen wir noch mehr?,Die Fantastischen Vier,-7.430000,-2.985,-10.329,-2.899,medium
Il N'Etait Pas Sentimental,Line Renaud,-11.616000,-5.343,-16.342,-4.726,medium
Mein Herz kann man nicht kaufen,Gall_ France,-9.180000,-5.721,-10.952,-1.772,medium
Funky Medley,Jeff Scott Soto,-5.221000,-1.699,-7.513,-2.292,loud
I Will Hear (Psalm 85),John Michael Talbot,-15.355000,-8.716,-18.280,-2.925,quiet
It's Surprising What the Lord Can Do,The Del McCoury Band,-8.473000,-4.222,-10.035,-1.562,medium
Hoes & Discos,Non Stop DJs,-9.868000,-4.373,-12.538,-2.670,medium
Harmony,Jesse Malin,-6.393000,-1.756,-9.704,-3.311,loud
If This Is The End,Jeff Scott Soto,-8.061000,-3.683,-10.975,-2.914,medium
Spider's Nest Blues,Memphis Jug Band,-27.737000,-19.476,-31.304,-3.567,quiet
Angel In Hell,Doug MacLeod,-13.443000,-4.512,-18.778,-5.335,medium
Hotel,Cassidy featuring R. Kelly,-9.181000,-4.139,-12.504,-3.323,medium
Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],Frank Sinatra,-18.197000,-10.394,-21.422,-3.225,quiet
Tour De France Étape 3 (2009 Digital Remaster),Kraftwerk,-13.971000,-6.825,-16.902,-2.931,medium
Climax ft St. Cyr,K.A.L.I.,-10.477000,-5.954,-13.720,-3.243,medium
Èay! Que Pena,Los Chunguitos,-13.086000,-8.198,-15.849,-2.763,medium
Cannibal (Dance Mix),Reel Big Fish,-5.172000,-0.954,-8.380,-3.208,loud
Kathe Mera Kathe Nihta (2005 Digital Remaster),Dakis,-10.308000,-4.531,-14.831,-4.523,medium
Sugar Coated Sour,The Dillinger Escape Plan,-4.527000,-1.447,-5.370,-0.843,loud
Let's Start All Over,The Cate Brothers,-12.850000,-7.286,-15.949,-3.099,medium
In Di Car Back (Album Version),Mavado,-7.467000,-2.536,-9.356,-1.889,medium
Harald: Trinkhalleluja,Bülent Ceylan,-13.916000,-4.985,-19.336,-5.420,medium
Ferrous Carbonate Mass,Kali,-7.309000,-1.723,-9.984,-2.675,medium
Il Y A Une Question (Live),Cali,-6.032000,-0.903,-8.119,-2.087,loud
No Reply (Demo),Buzzcocks,-7.324000,-4.709,-8.596,-1.272,medium
Unsafe Sextet/Gilded Hearts of Booklovers,Busdriver,-6.818000,-2.452,-8.975,-2.157,loud
Slipping Away,Vivian,-4.919000,-2.002,-7.167,-2.248,loud
Coward,Hoods,-6.103000,-3.100,-7.245,-1.142,loud
All Night Worker,Dave Alvin,-10.455000,-5.501,-12.386,-1.931,medium
Lonely Shooting Stars,Sandy Lam,-10.034000,-3.822,-13.499,-3.465,medium
Long Lonesome Blues,Blind Lemon Jefferson,-24.106000,-16.633,-26.733,-2.627,quiet
Test 72,Mush,-17.865000,-10.741,-20.301,-2.436,quiet
Haunt Me (Album Version),Wednesday 13,-3.545000,0.084,-6.019,-2.474,loud
Nature Boy,Quadro Nuevo,-9.498000,-2.908,-14.947,-5.449,medium
Intro / Stay All Night_ Stay A Little Longer,Hawkshaw Hawkins,-9.902000,-5.714,-12.811,-2.909,medium
Entre Gris Clair Et Gris Foncé (Live),Jean-Jacques Goldman,-10.787000,-5.314,-13.584,-2.797,medium
Where You Think You're Goin'?,Darryl Worley,-9.344000,-4.406,-12.159,-2.815,medium
Thriller (Album),Singing Melody,-7.327000,-2.145,-11.767,-4.440,medium
At the Club,DJ X-Change featuring DJ Omega,-6.854000,-3.083,-7.733,-0.879,loud
When Horsepower Meant What It Said,Sandi Thom,-8.688000,-4.493,-11.340,-2.652,medium
Body,Dj Kali,-4.988000,-2.227,-6.556,-1.568,loud
El Tirabuzón,Tito Rodriguez,-12.665000,-7.900,-15.526,-2.861,medium
Let Me In,The Fabulous Thunderbirds,-6.923000,-2.140,-8.953,-2.030,loud
He Took A Cab To Neptune,Art Ensemble Of Chicago,-15.730000,-7.295,-23.329,-7.599,quiet
Be Elevator,Virus,-6.560000,-3.139,-8.855,-2.295,loud
She Hui Ge (Movie 2nd Song - Love Undercover 3),Fiona Sit,-11.389000,-7.296,-13.510,-2.121,medium
A Guy What Takes His Time En Anglais,Marlene Dietrich,-12.442000,-7.882,-15.122,-2.680,medium
Is It Clean (Ethereal - Progressive),The Gone Jackals,-14.870000,-6.717,-19.360,-4.490,medium
I Talk To The Trees,Danny Williams,-10.908000,-4.457,-14.673,-3.765,medium
This is How It Goes (Timmy Trumpet Remix),Goldfish,-8.140000,-3.731,-10.492,-2.352,medium
Yksinäisin,Solistiyhtye Suomi,-9.400000,-4.554,-11.722,-2.322,medium
New Kind Of Mambo,Big Maybelle,-8.052000,-2.630,-11.262,-3.210,medium
So Still (Album Version),Danny Wright,-19.970000,-9.890,-27.214,-7.244,quiet
Aulis Gerlander,Jope Ruonansuu,-5.062000,-1.658,-6.928,-1.866,loud
Amor De Lejos,Lara & Reyes,-7.820000,-1.266,-11.515,-3.695,medium
Now Is A Needy Time,David Evans,-8.815000,-4.738,-10.097,-1.282,medium
Les Psys,Les Malpolis,-7.943000,-1.041,-11.349,-3.406,medium
I'm Alive (BT & Sasha Mix),Seal,-6.223000,-0.531,-10.378,-4.155,loud
Peaches (Fear of Theydon remix),Dub Pistols feat. Rodney P & Terry Hall,-6.139000,-2.216,-8.972,-2.833,loud
Thrill Pistol,Tigertailz,-6.334000,-3.639,-8.004,-1.670,loud
Walking Miracle,Vanessa Bell Armstrong,-6.269000,-1.014,-8.915,-2.646,loud
Je me sens bien pasta fagioli,Chatelaine,-8.374000,-3.634,-10.794,-2.420,medium
Dieter's Theme,Klaus Badelt,-12.939000,-6.351,-19.373,-6.434,medium
Army Of Me (Album Version),Chimaira,-4.372000,-0.903,-6.259,-1.887,loud
I Know You Got Soul,Eric B. & Rakim,-12.314000,-4.441,-15.494,-3.180,medium
I'm Against It/Horse Feathers,The Marx Brothers,-17.126000,-11.470,-19.867,-2.741,quiet
Boogaloo Wow,Mongo Santamaria,-9.698000,-4.342,-10.796,-1.098,medium
Einleitung,Kurt Tepperwein,-14.431000,-9.459,-16.429,-1.998,medium
Falling Down [Live Acoustic],Muse,-13.016000,-3.078,-19.127,-6.111,medium
Les Reves D´enfants,Monty,-9.675000,-6.111,-11.854,-2.179,medium
Békási táncdallamok,Muzsikas,-2.937000,0.752,-3.814,-0.877,loud
When They Ring The Bells Of Heaven,The Perrys,-9.058000,-3.616,-10.810,-1.752,medium
Ayudame Freud,Ricardo Arjona,-11.533000,-3.908,-16.595,-5.062,medium
La danse des petits amis,Oui Oui,-5.546000,-0.472,-8.271,-2.725,loud
Because Of You (Album Version),Unwritten Law,-4.260000,-1.729,-5.609,-1.349,loud
Will You Be There? (Live Version),Cindy Morgan,-14.966000,-5.806,-20.225,-5.259,medium
20.000 Seconds,K's Choice,-15.284000,-9.936,-18.722,-3.438,quiet
Pastel,Richard Smith,-7.440000,-2.296,-11.488,-4.048,medium
Cedar and Clay (World),R. Carlos Nakai,-27.755000,-15.739,-31.885,-4.130,quiet
Red Sails In The Sunset,Arthur Tracy,-19.397000,-14.822,-22.312,-2.915,quiet
Smoke In The Air (A Cappella),C.L. Smooth,-13.910000,-7.657,-16.845,-2.935,medium
Qu Ni De Hun Li,Candy Lo,-8.374000,-4.074,-11.936,-3.562,medium
(The Best Part Of) Breakin' Up,The Ronettes,-6.172000,-1.686,-8.459,-2.287,loud
Kapitel 4,Oliver Kalkofe,-14.165000,-6.228,-17.503,-3.338,medium
IRM,Charlotte Gainsbourg,-8.005000,-3.670,-10.320,-2.315,medium
Look Thru My Eyes,DMX,-8.668000,-2.562,-13.215,-4.547,medium
I Got My Discharge Papers,Big Joe Turner,-11.261000,-3.502,-14.914,-3.653,medium
The Bells Of Rhymney,Roger McGuinn,-16.326000,-10.624,-19.582,-3.256,quiet
Hootchie Cootchie Man,Rocky Hill,-6.295000,-2.786,-7.542,-1.247,loud
This Is Not A Love Song,Public Image Ltd,-10.347000,-6.999,-12.296,-1.949,medium
Mind On,Ashes to Ashes,-9.988000,-6.604,-11.412,-1.424,medium
You are the summer,Gloria,-6.470000,-1.688,-9.246,-2.776,loud
Je Marche Seul (Version Longue),Jean-Jacques Goldman,-6.663000,-2.538,-8.981,-2.318,loud
De Tha Kano Piso,Konstantinos Galanos,-4.767000,-0.754,-7.236,-2.469,loud
Pack Your Bags (Remix by Ralphi Rosario),Leana,-5.705000,-2.203,-7.942,-2.237,loud
I Know A Place,Joe Bonamassa,-7.355000,-3.130,-9.988,-2.633,medium
The Letter That Johnny Walker Read,Asleep At The Wheel,-9.020000,-4.221,-12.619,-3.599,medium
Crazy Circles,Bad Company,-8.958000,-3.975,-11.257,-2.299,medium
Fica ma mi,Nichols,-5.609000,-1.203,-9.297,-3.688,loud
The Meantime,Phantom Planet,-4.507000,-1.860,-6.153,-1.646,loud
Die Meisten,Samy Deluxe,-7.557000,-3.187,-9.516,-1.959,medium
No Coward Soldier,The Jackson Southernaires,-11.718000,-5.957,-13.854,-2.136,medium
Papa Don't Preach,Madonna,-3.579000,-0.487,-5.263,-1.684,loud
Thats life,Sane Band,-15.751000,-10.214,-20.466,-4.715,quiet
Hard Hitters,Dilated Peoples Featuring Black Thought,-5.265000,-0.092,-11.206,-5.941,loud
Saca La Botella,Sonora Santanera,-8.215000,-4.845,-8.951,-0.736,medium
Akhan Nay Sharab,Pardesi,-12.781000,-8.374,-14.534,-1.753,medium
Two Elegiac Melodies Op. 34: 2. The Last Spring,Sir Neville Marriner,-21.254000,-11.639,-29.779,-8.525,quiet
Start!,The Jam,-12.793000,-8.813,-14.603,-1.810,medium
Fortress,Tim Exile,-6.555000,-1.511,-11.609,-5.054,loud
Are You Happy (Album Version),Drop Dead_ Gorgeous,-3.973000,-1.833,-4.613,-0.640,loud
The Little Stack Of Barley / Cronin's Hornpipe,Séamus Ennis,-16.808000,-11.494,-18.568,-1.760,quiet
Gutes Mädchen,Hassan Annouri,-7.409000,-3.134,-11.142,-3.733,medium
